"_index";"uid";"instance_type";"instance_category";"instance_generation";"release_month";"release_year";"product_page";"announcement_url";"announcement_published";"blog_post_url";"blog_post_published"
1;"451c1cd49a2f955d";"RDS Snapshot Export";"NRT";"Aurora MySQL 9.6";"August";2019;"https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/USER_ExportSnapshot.html";"https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/USER_ExportSnapshot.html";"Aug 24, 2019";NULL;NULL
